,advertising_id,recency,frequency,monetary,r,f,RFM
20797,76d9bac6-e724-49bf-9b45-4f001bf0b6ad,27,4,,2,2,Hibernating
20798,a7e0fe04-ee85-4465-b9eb-4e4d1706a6c5,27,4,,2,2,Hibernating
20799,d459ae72-4c60-4559-8eab-711848883fcc,27,4,,2,2,Hibernating
20800,055258e7-7c8d-4770-834c-ca833f1c02cc,26,4,,2,2,Hibernating
20801,5acf4a04-5ae4-42ef-aa0c-0d6822684948,26,4,,2,2,Hibernating
20802,d6ae51be-a485-49af-bc10-5705ffed73b6,27,4,,2,2,Hibernating
20803,eaa5ea27-bce0-43e9-a7c9-1614a3bf6679,26,4,,2,2,Hibernating
20804,a055bf8f-d7c2-4dbc-9a22-04386eb49900,27,4,,2,2,Hibernating
20805,ed961b98-6a33-46ec-bfd0-0a1d5766833f,27,4,,2,2,Hibernating
20806,2332e23d-bca0-47ae-81f1-6eedde2d5d40,27,4,,2,2,Hibernating
20807,bb89fdb1-f852-4d2a-b8e3-55d38d7578c9,4,4,,5,2,Potential Loyalists
20808,6f8fd5e5-f892-47ae-ae89-eb10d57b9155,27,4,,2,2,Hibernating
20809,f28635e5-fc90-4ec3-b097-b0419e98ce01,27,4,,2,2,Hibernating
20810,8db05289-53cf-4c6c-8b3e-a92f97590fbf,27,4,,2,2,Hibernating
20811,5c3cac80-b608-4d3d-917f-5bd3d69528bb,27,4,,2,2,Hibernating
20812,021d524b-fcfb-4ea8-992a-354476cf22cd,27,4,,2,2,Hibernating
20813,c0a5de0d-f8ab-457b-82d4-1e60883c0374,27,4,,2,2,Hibernating
20814,6603b6a6-0299-4d05-b54a-e45f1f22c883,25,4,,2,2,Hibernating
20815,c5c4cde2-f80e-4912-a2ef-f1a8df35f136,26,4,,2,2,Hibernating
20816,d87e1587-bc2d-4cfc-8656-b30e18e31a94,27,4,,2,2,Hibernating
20817,63f61ca2-10ce-4f18-8b18-77f4d295d580,27,4,,2,2,Hibernating
20818,66a16ce1-77e3-437d-8c76-6c42b7d87c73,27,4,,2,2,Hibernating
20819,4786ce20-6794-4773-b763-b5a7f045d407,26,4,,2,2,Hibernating
20820,7a0a3332-4043-47b3-bbb5-c7af921694b0,26,4,,2,2,Hibernating
20821,e78f24af-ea66-4864-9156-e7b917217f13,26,4,,2,2,Hibernating
20822,c3d9d953-bb93-4725-a21a-319aa571ef6f,27,4,,2,2,Hibernating
20823,a65cc30f-18ad-4e76-b845-8552097a99f0,26,4,,2,2,Hibernating
20824,b95b7c96-2f2b-412b-a0e6-691dd725fe3c,26,4,,2,2,Hibernating
20825,32a58da2-5b5b-4b70-b8aa-60edad8369f9,27,4,,2,2,Hibernating
20826,a5a115ea-5117-47c2-b0da-b95e16c5639f,24,4,,2,2,Hibernating
20827,a8722605-c8fd-4eaf-8dfd-6a3ea4d63e28,15,4,,4,2,Potential Loyalists
20828,18e7b44f-7c7c-4469-8eb5-5165dec70707,27,4,,2,2,Hibernating
20829,24e6699d-71dd-4308-9e4d-1adcfe7ad448,27,4,,2,2,Hibernating
20830,70fced17-3ce2-47dc-8537-a9fe90fd91c2,27,4,,2,2,Hibernating
20831,9484357d-8fee-4fe8-893c-7b030f80f6b2,27,4,,2,2,Hibernating
20832,84728672-6a35-4cea-a957-ce2a440334a2,27,4,,2,2,Hibernating
20833,f94cd429-e5cc-4792-99f8-02471a546063,27,4,,2,2,Hibernating
20834,6bea6591-a904-47e3-b75a-36d8ada14a1b,27,4,,2,2,Hibernating
20835,ed9c2256-aab9-4e6b-8d69-d1202eeb6fb0,39,4,,1,2,Hibernating
20836,94b22ff6-1dd8-464d-8340-68f242703853,39,4,,1,2,Hibernating
20837,0ba539fe-4415-4aa8-9b4c-24326d3b7d35,39,4,,1,2,Hibernating
20838,46a8d606-3b45-456b-8e21-87fd24307846,39,4,,1,2,Hibernating
20839,2d4ff7b0-9baf-494b-b141-07df8f705369,39,4,,1,2,Hibernating
20840,02d93712-b0eb-492f-9e39-c5b3c604902f,36,4,,1,2,Hibernating
20841,53b3d2b9-b3bd-4a66-a4a5-51e8471dce8e,39,4,,1,2,Hibernating
20842,22edbe3a-a147-49bd-b9e2-819a36ee9572,37,4,,1,2,Hibernating
20843,211d7f2f-4146-4578-8fc5-13866ac5f878,39,4,,1,2,Hibernating
20844,e90eabef-5ed0-4dda-a728-c16f979c45b4,39,4,,1,2,Hibernating
20845,7025a51a-3270-4b6b-9c10-2d3880e3b1c0,39,4,,1,2,Hibernating
20846,fa7da090-0f77-4030-a7d4-020428dae0fe,39,4,,1,2,Hibernating
20847,6e61a05a-e149-4450-ba82-d7229fe370d5,29,4,,2,2,Hibernating
20848,ee124fc1-2212-4959-a7bf-823a961b8f5e,39,4,,1,2,Hibernating
20849,c89cd4d2-d167-47f6-b43b-c4c4cc5652b8,39,4,,1,2,Hibernating
20850,7e5d7430-85da-4cd4-8543-42c3babc1c17,39,4,,1,2,Hibernating
20851,cd09809e-7a16-402a-98fd-4d24617cbece,35,4,,1,2,Hibernating
20852,92ce631f-bdbd-4d82-abb1-203226a6e2eb,16,4,,4,2,Potential Loyalists
20853,278a5221-76f8-4ab4-89fd-aa20bf12b635,16,4,,4,2,Potential Loyalists
20854,00973573-18b1-4f1f-bacc-c495b218fbe3,16,4,,4,2,Potential Loyalists
20855,00ce94db-8912-4618-a009-f5b81c4b76a1,16,4,,4,2,Potential Loyalists
20856,e6d95110-69cc-4bd5-ad70-55f7207f6ed7,16,4,,4,2,Potential Loyalists
20857,2de603de-f1d3-4729-8451-ab0ecc92087a,16,4,,4,2,Potential Loyalists
20858,40b4e114-3649-474c-a2a0-f57c80d3ffa3,16,4,,4,2,Potential Loyalists
20859,ca6b0bea-5615-495d-8c9c-50731c4ce8a6,16,4,,4,2,Potential Loyalists
20860,ea981d2d-a6e1-4aa1-a339-b175a67a55ca,16,4,,4,2,Potential Loyalists
20861,74f603e4-5db5-4b7a-8f99-6d6aa35a643c,2,4,,5,2,Potential Loyalists
20862,06f64a82-8789-4c86-a1a9-a969bce4fab1,16,4,,4,2,Potential Loyalists
20863,a5476427-ca66-4b7c-b501-9e7a82b9b83e,16,4,,4,2,Potential Loyalists
20864,44f3034e-9164-480c-a894-ebad56a0b32a,13,4,,4,2,Potential Loyalists
20865,d4da92e9-6def-45b1-a92b-f39f83edd588,16,4,,4,2,Potential Loyalists
20866,fec02f53-886c-4d23-9156-c5a35c760388,11,4,,4,2,Potential Loyalists
20867,83cd5cb7-d4d1-4c5b-8c1a-e089fa6d67f1,15,4,,4,2,Potential Loyalists
20868,659eaefa-cbe3-46b5-af17-d8b7ea01ebbb,16,4,,4,2,Potential Loyalists
20869,92924725-09cd-476f-b5d5-318210e900b8,13,4,,4,2,Potential Loyalists
20870,832ba334-607d-469e-ad4e-de507311e341,16,4,,4,2,Potential Loyalists
20871,f41a4c29-e2b4-4d9b-adb3-f434aa84be3f,16,4,,4,2,Potential Loyalists
20872,b964f9a8-4f32-4a08-b70e-f1f0341b05b0,16,4,,4,2,Potential Loyalists
20873,9788af32-d195-4285-9588-1b13b89af1b8,16,4,,4,2,Potential Loyalists
20874,bb55a387-6faa-4e2e-9ea6-befece45256c,16,4,,4,2,Potential Loyalists
20875,9a325315-2dcc-4206-973e-6c837709c060,16,4,,4,2,Potential Loyalists
20876,74810a55-593d-4969-a104-1f47374e5436,16,4,,4,2,Potential Loyalists
20877,7f76b908-bd62-4298-82dc-dc02eacff520,16,4,,4,2,Potential Loyalists
20878,4ce7f7fc-e2dc-458a-8710-be309311787e,16,4,,4,2,Potential Loyalists
20879,d03c7652-b42b-4ac8-a1c1-b8035ff8e7de,16,4,,4,2,Potential Loyalists
20880,0db2a609-eca1-4f80-9407-240f79168ca3,16,4,,4,2,Potential Loyalists
20881,319cc501-ef48-4c98-9c59-8edaab95756d,16,4,,4,2,Potential Loyalists
20882,9d6d6b21-2ad9-493f-a14c-0a9dea490079,16,4,,4,2,Potential Loyalists
20883,367f276b-631c-45f5-b787-1547382766a1,16,4,,4,2,Potential Loyalists
20884,c173d7ac-e96d-431f-a267-4942a74e449d,16,4,,4,2,Potential Loyalists
20885,2f75504f-b194-4c5c-af62-9eb5acf6717f,1,4,,5,2,Potential Loyalists
20886,c9a391db-5b06-4fa6-86d5-da333a40f736,16,4,,4,2,Potential Loyalists
20887,2d662d90-b2e4-4d99-a7b0-8c0d67b80257,16,4,,4,2,Potential Loyalists
20888,7f74cb6a-843a-4255-89d7-8dc037000886,16,4,,4,2,Potential Loyalists
20889,2b5a4087-f71a-4563-ac15-dbdb02099ebf,8,4,,5,2,Potential Loyalists
20890,d0d78110-d543-466f-a98c-f90a8b9ed613,1,4,,5,2,Potential Loyalists
20891,f3f7965d-6cef-424e-97b3-55a4b279cac5,16,4,,4,2,Potential Loyalists
20892,3fcbb837-886e-4d30-ae06-38876916adcf,4,4,,5,2,Potential Loyalists
20893,75f66235-458c-492e-a474-a517e8c7be90,15,4,,4,2,Potential Loyalists
20894,4243523e-cb7a-4866-8934-cb4cb7e07897,15,4,,4,2,Potential Loyalists
20895,7becb569-b2fc-44b0-8e5a-824f515b3b7f,16,4,,4,2,Potential Loyalists
20896,0058fc64-fbfb-4da9-aff1-1d2cf64c9b19,15,4,,4,2,Potential Loyalists
20897,89a1c4b1-0425-49f7-b0bb-abbe15c8d54e,16,4,,4,2,Potential Loyalists
20898,00ec985c-58c4-412d-b8a5-8bfcfa5b7f72,16,4,,4,2,Potential Loyalists
20899,38bac276-9e1a-4b92-b671-e93370e12826,7,4,,5,2,Potential Loyalists
20900,74561282-6720-48c5-87c8-d86dae07b96b,16,4,,4,2,Potential Loyalists
20901,fd52e325-7275-48c3-a329-7c8dae9b33da,15,4,,4,2,Potential Loyalists
20902,5f87718d-471a-459d-b7b4-c9fc87bfb1a5,15,4,,4,2,Potential Loyalists
20903,d6ca7ba9-d36c-4d5c-b1fa-a25d575db291,15,4,,4,2,Potential Loyalists
20904,e401472d-51cb-4234-8a87-de0a54db4a32,16,4,,4,2,Potential Loyalists
20905,3c4c8754-454e-4c42-87ac-9ac5f5c13752,16,4,,4,2,Potential Loyalists
20906,4b45a6fb-c265-4c94-aee3-6b3c4ef1f508,3,4,,5,2,Potential Loyalists
20907,d2d2bf0f-cd16-479b-bedc-e76cbdd8bb30,16,4,,4,2,Potential Loyalists
20908,ab7f402c-9b3d-4937-b282-5e6e904f3586,15,4,,4,2,Potential Loyalists
20909,e983e49a-e886-4a33-83e0-eefe9a56184d,16,4,,4,2,Potential Loyalists
20910,9f775c4e-9783-4ece-a152-15b4bdb809ac,16,4,,4,2,Potential Loyalists
20911,dc6a5c09-dc79-4808-b3ee-c165e1273329,16,4,,4,2,Potential Loyalists
20912,0f5af3d6-0b79-448d-b008-a2710d5d7750,16,4,,4,2,Potential Loyalists
20913,d9ae602c-60d3-4b08-bdc8-6460e0a23a0f,4,4,,5,2,Potential Loyalists
20914,779c3557-afc7-4185-96d0-d9d7bd51fad6,4,4,,5,2,Potential Loyalists
20915,04091fbb-0b8d-4155-a206-fb6faf2b2ed8,4,4,,5,2,Potential Loyalists
20916,1a45edee-9458-4366-9415-5b464964cb6a,4,4,,5,2,Potential Loyalists
20917,672d2312-b3eb-4fc0-95cd-3f90cd3082e4,4,4,,5,2,Potential Loyalists
20918,df1c17e0-6882-487b-a456-a5bc8e381f7a,4,4,,5,2,Potential Loyalists
20919,87f4bc37-0bb1-4bbd-b867-4000187a0d2c,4,4,,5,2,Potential Loyalists
20920,f06c225d-0c0d-4a17-8fcf-672b2b711606,4,4,,5,2,Potential Loyalists
20921,446f6f13-3368-49d8-b163-3567efda3b3d,4,4,,5,2,Potential Loyalists
20922,a5fa1427-2a2f-44e8-b933-bbcda141a9ad,4,4,,5,2,Potential Loyalists
20923,c05f5309-afc3-4a95-954d-d555dfef2512,4,4,,5,2,Potential Loyalists
20924,808fd418-fbcc-4dd0-b5f6-f09b47d32135,3,4,,5,2,Potential Loyalists
20925,a0398961-b0f4-424e-869d-87f726af5090,4,4,,5,2,Potential Loyalists
20926,23ff36ad-b3f2-44ae-8219-981ce63b2b93,4,4,,5,2,Potential Loyalists
20927,2893bf7c-12b5-49c7-8ac0-9a426aa7537b,4,4,,5,2,Potential Loyalists
20928,37576804-3e5c-480e-9b48-e623bd026074,4,4,,5,2,Potential Loyalists
20929,e70e2828-4071-4457-961c-ab30cd667cd8,4,4,,5,2,Potential Loyalists
20930,6ceab7f2-bbd0-4bb1-9f40-7434f0a6f6dd,4,4,,5,2,Potential Loyalists
20931,eb76a22a-ec5f-426b-93ba-a8f7bfa5c995,2,4,,5,2,Potential Loyalists
20932,9b5191b6-3ba7-407a-acb8-1f72b0935192,2,4,,5,2,Potential Loyalists
20933,e2f106ff-844b-40f2-bb9b-5f88d1571d96,4,4,,5,2,Potential Loyalists
20934,5401c0cf-1e93-4f73-ab22-3fa446e9b24f,4,4,,5,2,Potential Loyalists
20935,b06d62ca-c4ad-427a-a2b1-3075c72a6793,4,4,,5,2,Potential Loyalists
20936,abca1378-c098-435b-b30a-85c4846ffe99,4,4,,5,2,Potential Loyalists
20937,3e31835c-2997-4ed6-bc50-f7443c5e74c3,4,4,,5,2,Potential Loyalists
20938,2a640c34-d03a-4e37-8bad-5616ceee2d3b,4,4,,5,2,Potential Loyalists
20939,82a49265-76ec-46ac-b2cf-5bc8d520e9d5,3,4,,5,2,Potential Loyalists
20940,1e7539ac-c873-4031-ad36-f1acc14b7c14,4,4,,5,2,Potential Loyalists
20941,de8659a0-88ff-4bc5-be64-d735ba5c7c72,4,4,,5,2,Potential Loyalists
20942,60098887-6ef2-4a77-bf56-d6cd88324ca4,3,4,,5,2,Potential Loyalists
20943,0d5cb156-5c6b-4d5e-9b74-38daabe1fac0,4,4,,5,2,Potential Loyalists
20944,646b5cfc-1a85-4173-91b1-4bf953465032,4,4,,5,2,Potential Loyalists
20945,568b50da-cd1e-4881-9e47-c375cf43f86e,4,4,,5,2,Potential Loyalists
20946,d554fb20-04a5-40ba-b87f-328705c2e694,2,4,,5,2,Potential Loyalists
20947,bc36e6e9-4390-448f-9355-a4d552c3fda1,4,4,,5,2,Potential Loyalists
20948,892b194e-767c-41e1-9897-f7d9b050463e,1,4,,5,2,Potential Loyalists
20949,9948530e-f1ce-45a1-8e71-5d45551f90b6,4,4,,5,2,Potential Loyalists
20950,031cde81-84d8-43a7-9619-059180af9f18,4,4,,5,2,Potential Loyalists
20951,4c544840-43a9-473e-bbc8-81c7ae803415,4,4,,5,2,Potential Loyalists
20952,e80de8ee-38f1-47e0-a17b-0ac7ac2ac842,4,4,,5,2,Potential Loyalists
20953,55446dd3-7ba1-4dd7-a3d2-243d872b1909,2,4,,5,2,Potential Loyalists
20954,dc89e4ff-47ba-4386-abf9-d9c318ee12e4,4,4,,5,2,Potential Loyalists
20955,f2056e03-99e6-4083-96e3-f620de41b75f,4,4,,5,2,Potential Loyalists
20956,6e6b7716-6545-4c17-96e4-3d2a0d598096,4,4,,5,2,Potential Loyalists
20957,d86a63cf-9771-4383-8799-47c5911bca8f,4,4,,5,2,Potential Loyalists
20958,377948df-4c79-4a0e-99ae-c39f45ac4a38,3,4,,5,2,Potential Loyalists
20959,a53f4d4b-0579-4014-80ae-de685fcb58de,3,4,,5,2,Potential Loyalists
20960,45fb41f1-197a-4b81-8f8b-0878a3976faf,3,4,,5,2,Potential Loyalists
20961,3986907b-e5dc-46d5-b7a2-18f3c86164fb,4,4,,5,2,Potential Loyalists
20962,fa8fc7d8-2ad4-4eea-9102-12d59e043976,4,4,,5,2,Potential Loyalists
20963,b8c232dc-7e48-4441-bea8-91b86209a123,29,4,,2,2,Hibernating
20964,06de526c-3e3c-4e1a-a865-00b72008493f,29,4,,2,2,Hibernating
20965,0e9f9f1d-4f5f-41e9-9cfa-1ae0fa5e135e,29,4,,2,2,Hibernating
20966,06543d03-24a6-43d3-aaae-ea653a18a747,29,4,,2,2,Hibernating
20967,7bee3a6b-4bc6-46d2-92f0-096bc7bd77cc,29,4,,2,2,Hibernating
20968,59c7be7e-f190-4614-81a0-874a33a6216e,29,4,,2,2,Hibernating
20969,32b48ffa-8b24-47fa-99f8-0f6d60131fce,29,4,,2,2,Hibernating
20970,be3c81e7-9af6-4cbd-8677-4358b1b3fb95,29,4,,2,2,Hibernating
20971,08ef7b2a-1477-4121-8f33-71048790ef4e,29,4,,2,2,Hibernating
20972,1f82c496-925d-4a33-a9fb-c741fd0fa2c1,29,4,,2,2,Hibernating
20973,97a961ba-0141-4432-aaa3-794759c16eef,29,4,,2,2,Hibernating
20974,d0a603d2-e480-4b14-8ceb-654edffd1104,29,4,,2,2,Hibernating
20975,3b91ddc5-acbc-43b9-b99b-e5ce301ce9fa,29,4,,2,2,Hibernating
20976,572f85d6-465a-45c2-a11b-72a394f6ab81,7,4,,5,2,Potential Loyalists
20977,e9c3e2e1-228a-410d-a99e-5a93ee242ad6,29,4,,2,2,Hibernating
20978,476890e4-218a-4a9e-b447-29d5e9fe27f8,29,4,,2,2,Hibernating
20979,e754cb3f-842e-4fc3-8ba4-a408c0f2ed2c,29,4,,2,2,Hibernating
20980,9286c454-80f5-44aa-be36-683f25911a06,29,4,,2,2,Hibernating
20981,91fed1f0-fef5-41fc-9256-a7ec0d62596c,29,4,,2,2,Hibernating
20982,7c5346de-c977-4169-90dc-004d7cd5184f,29,4,,2,2,Hibernating
20983,28639222-048f-42e7-9693-04711f9bf5bf,29,4,,2,2,Hibernating
20984,f353f30a-f3a2-41d2-a8a9-a4139f185f81,29,4,,2,2,Hibernating
20985,8482be42-fdeb-4954-b141-aedaacee36e3,26,4,,2,2,Hibernating
20986,6cd04caf-40ff-467d-95b4-b192b5bf300b,29,4,,2,2,Hibernating
20987,1d4c37ae-5596-4377-9b47-cedb1027c140,20,4,,3,2,About to Sleep
20988,fbf63bff-7bf3-425c-abf1-30d8f96354d2,29,4,,2,2,Hibernating
20989,d1ddff94-061f-4300-8cf6-e02fcb2d368c,26,4,,2,2,Hibernating
20990,4dcde5e7-8d9b-4ae2-b1ad-85402cfd3277,29,4,,2,2,Hibernating
20991,57aef1b4-0ed8-447b-8520-1de3d7c04cf2,29,4,,2,2,Hibernating
20992,30033f3f-84f5-47a2-8914-44b8a2065541,15,4,,4,2,Potential Loyalists
20993,32ebce43-8281-42ad-9518-3a7135763258,24,4,,2,2,Hibernating
20994,d723adfc-4092-4074-8129-4c42e88c72a3,29,4,,2,2,Hibernating
20995,cc405f1d-95a8-4eff-8600-af3bbdcbf949,29,4,,2,2,Hibernating
20996,561d043c-e3c1-4a47-a68f-f509a4750533,29,4,,2,2,Hibernating
20997,ea3284eb-6982-4fe9-9143-9cba71e6bec6,29,4,,2,2,Hibernating
20998,86245591-eec6-409e-b542-af8d4ec66552,29,4,,2,2,Hibernating
20999,8f1d2cb2-8905-4fab-b5f4-6302670f2894,29,4,,2,2,Hibernating
21000,043b952d-03a4-46d9-8d7f-541afeaf061b,29,4,,2,2,Hibernating
21001,144f9eef-22db-4211-907f-1b3cd8bf9cfe,29,4,,2,2,Hibernating
21002,f89662a5-879b-4757-89a0-d1d366d6b85e,29,4,,2,2,Hibernating
21003,4e6cf115-6f53-4649-b559-1945f27774f5,29,4,,2,2,Hibernating
21004,0b5fc931-5373-4d4e-a5ff-765a93c2698c,12,4,,4,2,Potential Loyalists
21005,8f8c6e62-33c0-4b3b-bd8b-f524654ac664,12,4,,4,2,Potential Loyalists
21006,3d35324a-2539-47cd-abd3-e76bb71943ad,12,4,,4,2,Potential Loyalists
21007,430187f3-4fe2-4f2f-adc5-01bb32d35a9b,12,4,,4,2,Potential Loyalists
21008,44fa25c1-667d-4d9c-872d-35c7245ed799,12,4,,4,2,Potential Loyalists
21009,482d91c7-998d-457c-a635-8c2e2b7b4146,12,4,,4,2,Potential Loyalists
21010,29c6c641-4a3c-423c-9add-327666c29c8f,12,4,,4,2,Potential Loyalists
21011,3529dd3b-2415-4940-971a-7c0a7527f2a2,12,4,,4,2,Potential Loyalists
21012,7f44ba56-a3b1-43e9-b154-5e0bda48bf62,12,4,,4,2,Potential Loyalists
21013,56de0903-5d20-4918-a585-6277a4f958e1,12,4,,4,2,Potential Loyalists
21014,a1990db1-3061-4a62-b2ce-fb6520329350,12,4,,4,2,Potential Loyalists
21015,cd47624c-5004-41fc-b1a5-5a9d8bf6ab51,12,4,,4,2,Potential Loyalists
21016,3442d2f5-c561-432b-85dc-63ff28f1347b,12,4,,4,2,Potential Loyalists
21017,4a316f29-89f2-41b9-b42a-e40df9c18688,12,4,,4,2,Potential Loyalists
21018,0d8086b9-d97c-44a0-8ace-5aea4b608c40,12,4,,4,2,Potential Loyalists
21019,bd49e516-b98d-4506-9651-8abe0d58c3ea,12,4,,4,2,Potential Loyalists
21020,f7b2f0c2-4194-45e0-94b8-1a2e775bf4bc,10,4,,4,2,Potential Loyalists
21021,1ffc4a20-21f9-4557-b3fb-3aa188be09ae,12,4,,4,2,Potential Loyalists
21022,0d09c3fc-9aac-44b5-ac9a-760460e3e595,8,4,,5,2,Potential Loyalists
21023,f4be7d5f-31c6-421d-8b35-f576f641c469,5,4,,5,2,Potential Loyalists
21024,c8deda1a-42d8-4b05-80a1-be7a39cf489f,10,4,,4,2,Potential Loyalists
21025,4ad5f4be-94c9-4eec-b70a-af2822b97226,12,4,,4,2,Potential Loyalists
21026,91d0a148-e87c-4a45-b8ab-026bdd9b477a,12,4,,4,2,Potential Loyalists
21027,fec78ecf-978b-421c-bee3-58a390abc20d,12,4,,4,2,Potential Loyalists
21028,38bc0090-f3a9-47c4-9161-cb32c26e5159,8,4,,5,2,Potential Loyalists
21029,49e54fad-f26c-444a-ad16-e96dd4d7f8f8,11,4,,4,2,Potential Loyalists
21030,fce5ab79-7f32-493f-b67a-4fda9cd1c481,12,4,,4,2,Potential Loyalists
21031,3f6487d3-1cd2-4f72-8804-675ac000a2cd,7,4,,5,2,Potential Loyalists
21032,c08aaee0-9d88-4ae5-89a3-ed3aa7af091d,12,4,,4,2,Potential Loyalists
21033,db7a7baa-f122-4dd8-b56e-288fb59b0c4f,12,4,,4,2,Potential Loyalists
21034,e3641f3a-5d95-4245-87c0-6f22d50cab22,12,4,,4,2,Potential Loyalists
21035,563abbf1-772e-4864-99ae-21cce12488e5,12,4,,4,2,Potential Loyalists
21036,bb28d068-0b2c-4099-8b1f-c8742c643c79,12,4,,4,2,Potential Loyalists
21037,47e9567e-546c-486e-932b-f809bc3cfee5,11,4,,4,2,Potential Loyalists
21038,9d72b475-70d9-40e7-b916-0ce9732f8a47,41,4,,1,2,Hibernating
21039,c9376a58-97df-4a09-9260-8d0700fa8768,41,4,,1,2,Hibernating
21040,43e7ba21-6cac-437a-a9f5-8c9101f23058,41,4,,1,2,Hibernating
21041,9d9c7351-b7cb-4d64-afdb-731a093f0a30,41,4,,1,2,Hibernating
21042,4b406ccb-cba7-4592-9621-5df9b3a18e50,41,4,,1,2,Hibernating
21043,eab9b22e-80b1-4868-9d1a-5a8d984a8f5a,41,4,,1,2,Hibernating
21044,c088fd24-21da-41f7-b495-f03626154d7e,41,4,,1,2,Hibernating
21045,ac1e6255-223d-45c1-84e4-da5ca0e77688,41,4,,1,2,Hibernating
21046,f4877ea3-0d08-420a-9e39-f81434894286,41,4,,1,2,Hibernating
21047,bced6e04-e707-4371-9858-de30ae57b93c,40,4,,1,2,Hibernating
21048,0ce6b08b-437b-443f-86bd-1d404bb1e025,41,4,,1,2,Hibernating
21049,cbf1e65c-dc72-4ad6-b11e-86aae535f1ad,41,4,,1,2,Hibernating
21050,ce82005d-d208-4dcd-8470-3df5843d7805,41,4,,1,2,Hibernating
21051,76a13b8b-c2b3-4901-b894-1767956fdd9d,41,4,,1,2,Hibernating
21052,3ad5f782-d7a4-4a06-b3dc-889d9848a2c4,41,4,,1,2,Hibernating
21053,d783dc32-962a-4a47-9984-cebfc413af64,41,4,,1,2,Hibernating
21054,d358b812-04ad-425a-bf39-622e99b49ac4,40,4,,1,2,Hibernating
21055,2a05f670-67c9-41ba-8b14-07f5279db3c2,41,4,,1,2,Hibernating
21056,93e32a11-350e-4a3e-ac4a-be2838d0f91c,41,4,,1,2,Hibernating
21057,dc4e4a43-8828-4808-b2a2-076c7ff73841,41,4,,1,2,Hibernating
21058,f35849fc-6315-464b-bc64-ffa953ba64e6,41,4,,1,2,Hibernating
21059,4c2ee4b5-a17d-4921-9e72-45365ae3a99f,40,4,,1,2,Hibernating
21060,ce5b6c1f-01ce-468d-aafd-3864ab8b0ea9,41,4,,1,2,Hibernating
21061,805b13c2-ad2d-451b-9654-3e3115482b53,41,4,,1,2,Hibernating
21062,4d66d34d-77ce-4c50-8e3d-0d3a60723c1d,40,4,,1,2,Hibernating
21063,181e8e6d-f9d0-416f-b7a1-ca59889637a3,40,4,,1,2,Hibernating
21064,c315e7b0-0b66-4639-9843-936cfa733ec5,41,4,,1,2,Hibernating
21065,ba680d59-e89a-4261-9868-a6b5750129ed,41,4,,1,2,Hibernating
21066,83d48895-9099-49d6-bb9e-06a93e623ff7,41,4,,1,2,Hibernating
21067,0d4d7e34-6534-4399-a169-4c87b27ea4b8,41,4,,1,2,Hibernating
21068,134535f2-e503-4ecc-a2e0-4bf941e08114,41,4,,1,2,Hibernating
21069,77a304b8-f8b4-4b66-9956-0201dee21836,41,4,,1,2,Hibernating
21070,c775b81a-2aa1-483d-bb5f-963a6bc3dc43,41,4,,1,2,Hibernating
21071,92c03ed2-a97d-4b43-aa09-08f270972336,40,4,,1,2,Hibernating
21072,8e631788-82d5-4450-9a60-4e55813caf2f,41,4,,1,2,Hibernating
21073,05b19aad-7f07-414b-a23b-a9c735ef2593,41,4,,1,2,Hibernating
21074,ea003861-b41d-4a6b-9c31-689ef50dfb7a,41,4,,1,2,Hibernating
21075,32feeb5c-174c-4e41-8fc9-2b0492f954bc,41,4,,1,2,Hibernating
21076,c9a21e12-69a0-4346-b2d8-e461edbacb76,41,4,,1,2,Hibernating
21077,d1744666-e91d-4f79-8b17-ff444c754d29,41,4,,1,2,Hibernating
21078,f606e82f-2169-4039-8343-07672a5b6c27,41,4,,1,2,Hibernating
21079,0e50f595-4146-4768-a64d-8612c58471e5,41,4,,1,2,Hibernating
21080,984192e5-2048-48ae-b450-72d89a94c26e,41,4,,1,2,Hibernating
21081,bb0df3b7-8fa6-42d8-a65c-f0a62b541202,41,4,,1,2,Hibernating
21082,ca16a0e0-223f-4327-b689-202dbdb7b17f,40,4,,1,2,Hibernating
21083,fc749784-2739-4c4b-9744-16cc837e67a8,41,4,,1,2,Hibernating
21084,963373c8-9e94-4abd-8f4b-671e5eb1524f,7,4,,5,2,Potential Loyalists
21085,91862adf-ca18-453d-aa70-89d348465b25,15,4,,4,2,Potential Loyalists
21086,54d50bf4-c7ec-4b04-9cc2-3ecd5a7fa548,20,4,,3,2,About to Sleep
21087,5a315063-16a8-4129-a8f5-21fe096542b0,20,4,,3,2,About to Sleep
21088,91bae4de-a2be-4c16-8a0a-c28bafcda039,21,4,,3,2,About to Sleep
21089,865c2540-01fe-4aac-95b7-598604bbcef2,18,4,,3,2,About to Sleep
21090,76f15791-49af-4c82-a33c-ebf6aaf74567,19,4,,3,2,About to Sleep
21091,e3332737-28f5-458e-8f31-61f76a4cb698,19,4,,3,2,About to Sleep
21092,c7920e18-1eaa-4c86-bd27-08e1237d80af,21,4,,3,2,About to Sleep
21093,2d38a666-e23c-4fec-860c-217af861a638,5,4,,5,2,Potential Loyalists
21094,dfe6dc25-1485-461b-9e5c-a6716ff1232c,5,4,,5,2,Potential Loyalists
21095,30515800-f323-4473-9432-f2b1b69942d9,5,4,,5,2,Potential Loyalists
21096,5ca2f5e1-1cc0-49bd-a548-41a12dde0c81,5,4,,5,2,Potential Loyalists
